"REGION_KEY","REGION_NAME","CLUSTER_KEY","CLUSTER_NAME","MINI_CLUSTER_KEY","MINI_CLUSTER_NAME","CELL_SITE_KEY","CELL_SITE_CD"
1,North East,"6",Shan South,"242",Taunggyi,1008550,SH1049
1,North East,"6",Shan South,"242",Taunggyi,1008589,SH1445
2,North West,"7",Magway 1,"132",Aunglan,1008660,MG1136
1,North East,"8",Mandalay 1,"151",Singu,1008718,MD0946_C
4,Yangon,"16",Yangon 2,"236",Hlaing,1008745,YN0577_C
1,North East,"5",Shan North,"274",Kyaukme,1008870,SH0638_C
1,North East,"6",Shan South,"242",Taunggyi,1008883,SH1483
1,North East,"9",Mandalay 2,"275",Nawnghkio,1009092,SH1087
2,North West,"28",Magway 2,"134",Pakokku,1009261,MG0461_C
1,North East,"6",Shan South,"242",Taunggyi,1009387,SH0438_C
3,South East,"21",Kayin,"32",Kyainseikgyi,1009389,KA1022
4,Yangon,"17",Yangon 3,"209",Thaketa,1009417,YN0815_C
2,North West,"28",Magway 2,"134",Pakokku,1009592,MG0353
1,North East,"6",Shan South,"242",Taunggyi,1009698,SH1104
1,North East,"6",Shan South,"242",Taunggyi,1009874,SH0946
1,North East,"9",Mandalay 2,"275",Nawnghkio,1009886,SH1090
1,North East,"6",Shan South,"257",Mongkaung,1010048,SH1077
3,South East,"21",Kayin,"32",Kyainseikgyi,1010096,KA1025
2,North West,"7",Magway 1,"132",Aunglan,1010099,MG1167
2,North West,"1",Kachin,"2",Waingmaw,1010301,KC0424
4,Yangon,"16",Yangon 2,"236",Hlaing,1010484,YN2326
1,North East,"9",Mandalay 2,"275",Nawnghkio,1010500,SH1088
2,North West,"1",Kachin,"2",Waingmaw,1011306,KC0800
2,North West,"7",Magway 1,"132",Aunglan,1011564,MG1631
4,Yangon,"16",Yangon 2,"236",Hlaing,1011867,YN6013
1,North East,"4",Shan East,"289",Mongyang,1012271,SH1664
1,North East,"4",Shan East,"289",Mongyang,1012301,SH1672
1,North East,"5",Shan North,"274",Kyaukme,1012362,SH5124
4,Yangon,"17",Yangon 3,"209",Thaketa,1012376,YN5490
2,North West,"25",Sagaing 2,"45",Shwebo,1012458,SG1713
5,South West,"12",Rakhine,"190",Kyaukpyu,1000393,RA0116
2,North West,"28",Magway 2,"134",Pakokku,1000696,MG0300
2,North West,"1",Kachin,"2",Waingmaw,1000793,KC0068
1,North East,"6",Shan South,"242",Taunggyi,1000905,SH0433
1,North East,"6",Shan South,"242",Taunggyi,1000917,SH0422
1,North East,"6",Shan South,"242",Taunggyi,1000926,SH0425
1,North East,"8",Mandalay 1,"153",Thabeikkyin,1001014,MD0623
2,North West,"7",Magway 1,"132",Aunglan,1001220,MG0022
2,North West,"2",Chin,"34",Hakha,1001406,CH0006
4,Yangon,"16",Yangon 2,"236",Hlaing,1001532,YN0615
4,Yangon,"16",Yangon 2,"236",Hlaing,1001638,YN0650
3,South East,"21",Kayin,"32",Kyainseikgyi,1002222,KA0375
3,South East,"21",Kayin,"32",Kyainseikgyi,1002243,KA0340
4,Yangon,"36",Yangon 7,"200",Hlegu,1002247,YN1324
2,North West,"25",Sagaing 2,"45",Shwebo,1002266,SG0408-1
2,North West,"25",Sagaing 2,"45",Shwebo,1002328,SG0407
5,South West,"20",Bago West,"111",Minhla_BW,1002352,BA0448
4,Yangon,"36",Yangon 7,"200",Hlegu,1003623,YN0062-1
4,Yangon,"36",Yangon 7,"200",Hlegu,1003724,YN0100
4,Yangon,"36",Yangon 7,"200",Hlegu,1003763,YN0094
2,North West,"10",Naypyitaw,"323",Pyinmana,1003873,NP0066
4,Yangon,"36",Yangon 7,"200",Hlegu,1003927,YN0092
4,Yangon,"36",Yangon 7,"200",Hlegu,1003963,YN0060
5,South West,"20",Bago West,"116",Gyobingauk,1004097,BA0865
3,South East,"21",Kayin,"32",Kyainseikgyi,1004426,KA0389
5,South West,"20",Bago West,"104",Paukkhaung,1004684,BA0763
5,South West,"20",Bago West,"111",Minhla_BW,1004798,BA0931
1,North East,"8",Mandalay 1,"153",Thabeikkyin,1004954,MD0505
4,Yangon,"16",Yangon 2,"236",Hlaing,1005093,YN1380
1,North East,"6",Shan South,"242",Taunggyi,1005340,SH0366
4,Yangon,"16",Yangon 2,"236",Hlaing,1005390,YN1874
1,North East,"8",Mandalay 1,"151",Singu,1006195,MD1134
4,Yangon,"17",Yangon 3,"209",Thaketa,1006227,YN1764
2,North West,"28",Magway 2,"134",Pakokku,1006243,MG0447
3,South East,"34",Tanintharyi South,"84",Kyunsu,1006345,TN0713
4,Yangon,"17",Yangon 3,"209",Thaketa,1006375,YN1763
2,North West,"1",Kachin,"2",Waingmaw,1006636,KC0416
1,North East,"8",Mandalay 1,"151",Singu,1006715,MD0797
2,North West,"7",Magway 1,"132",Aunglan,1006910,MG0998
3,South East,"21",Kayin,"32",Kyainseikgyi,1006956,KA1027
1,North East,"6",Shan South,"242",Taunggyi,1007210,SH0436_C
1,North East,"6",Shan South,"247",Pindaya,1007213,SH0828
2,North West,"7",Magway 1,"132",Aunglan,1007238,MG0898
4,Yangon,"17",Yangon 3,"209",Thaketa,1007502,YN2150
2,North West,"11",Sagaing 1,"55",Ayadaw,1007610,SG0771
1,North East,"6",Shan South,"242",Taunggyi,1007633,SH0811
2,North West,"1",Kachin,"2",Waingmaw,1007684,KC0342
4,Yangon,"17",Yangon 3,"209",Thaketa,1007750,YN2184
5,South West,"20",Bago West,"111",Minhla_BW,1007996,BA1325
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1008199,NP0396
1,North East,"5",Shan North,"274",Kyaukme,1009317,SH1106
2,North West,"2",Chin,"34",Hakha,1009552,CH0119
2,North West,"2",Chin,"34",Hakha,1009558,CH0123
1,North East,"5",Shan North,"274",Kyaukme,1009560,SH1107
1,North East,"4",Shan East,"289",Mongyang,1009572,SH1126
2,North West,"2",Chin,"34",Hakha,1009575,CH0208
2,North West,"7",Magway 1,"132",Aunglan,1009660,MG0396
5,South West,"20",Bago West,"116",Gyobingauk,1009727,BA1033
5,South West,"12",Rakhine,"190",Kyaukpyu,1009754,RA0392
1,North East,"6",Shan South,"242",Taunggyi,1009765,SH0867
1,North East,"6",Shan South,"257",Mongkaung,1009890,SH1475
1,North East,"6",Shan South,"257",Mongkaung,1010030,SH0113
5,South West,"14",Pathein,"299",Thabaung,1010120,AY0834
5,South West,"12",Rakhine,"190",Kyaukpyu,1010121,RA0332
2,North West,"10",Naypyitaw,"323",Pyinmana,1010143,NP0416
3,South East,"34",Tanintharyi South,"84",Kyunsu,1010615,TN0880
2,North West,"10",Naypyitaw,"323",Pyinmana,1010635,NP0509
4,Yangon,"16",Yangon 2,"236",Hlaing,1010912,YN5260
3,South East,"31",Mon South,"172",Chaungzon,1011009,MO1432
2,North West,"2",Chin,"34",Hakha,1011019,CH1042
2,North West,"10",Naypyitaw,"323",Pyinmana,1011029,NP0447
5,South West,"20",Bago West,"116",Gyobingauk,1011307,BA2961
4,Yangon,"36",Yangon 7,"200",Hlegu,1011436,YN5226
1,North East,"9",Mandalay 2,"275",Nawnghkio,1011519,SH4075
3,South East,"31",Mon South,"172",Chaungzon,1011532,MO1414
1,North East,"8",Mandalay 1,"153",Thabeikkyin,1011784,MD3975
2,North West,"10",Naypyitaw,"323",Pyinmana,1012215,NP0701
4,Yangon,"16",Yangon 2,"236",Hlaing,1012333,YN5711
1,North East,"4",Shan East,"289",Mongyang,1012336,SH1671
4,Yangon,"16",Yangon 2,"236",Hlaing,1012451,YN2699
5,South West,"12",Rakhine,"190",Kyaukpyu,1000353,RA0060
3,South East,"21",Kayin,"32",Kyainseikgyi,1010696,KA1215
2,North West,"11",Sagaing 1,"55",Ayadaw,1011439,SG1598
5,South West,"20",Bago West,"104",Paukkhaung,1000350,BA0111
5,South West,"12",Rakhine,"190",Kyaukpyu,1000467,RA0074
3,South East,"23",Tanintharyi North,"80",Launglon,1000626,TN0075
2,North West,"1",Kachin,"2",Waingmaw,1000751,KC0067
2,North West,"1",Kachin,"2",Waingmaw,1000820,KC0028
1,North East,"6",Shan South,"242",Taunggyi,1000975,SH0369-1
1,North East,"6",Shan South,"242",Taunggyi,1001011,SH0377
1,North East,"6",Shan South,"242",Taunggyi,1001018,SH0096
2,North West,"7",Magway 1,"132",Aunglan,1001176,MG0026
2,North West,"7",Magway 1,"132",Aunglan,1001182,MG0044
4,Yangon,"16",Yangon 2,"236",Hlaing,1001527,YN0543
4,Yangon,"16",Yangon 2,"236",Hlaing,1001545,YN0333
3,South East,"34",Tanintharyi South,"84",Kyunsu,1001757,TN0450
3,South East,"21",Kayin,"32",Kyainseikgyi,1002225,KA0337
2,North West,"25",Sagaing 2,"45",Shwebo,1002226,SG0456
1,North East,"8",Mandalay 1,"151",Singu,1002459,MD0384
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1002461,NP0081
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1002488,NP0112
1,North East,"8",Mandalay 1,"151",Singu,1002520,MD0155
1,North East,"8",Mandalay 1,"151",Singu,1002526,MD0156
1,North East,"9",Mandalay 2,"275",Nawnghkio,1002532,SH0067
1,North East,"8",Mandalay 1,"151",Singu,1002607,MD0390
1,North East,"8",Mandalay 1,"151",Singu,1002619,MD0646
1,North East,"9",Mandalay 2,"275",Nawnghkio,1003465,SH0225
4,Yangon,"17",Yangon 3,"209",Thaketa,1003472,YN0007
2,North West,"10",Naypyitaw,"323",Pyinmana,1003713,NP0240-1
2,North West,"10",Naypyitaw,"323",Pyinmana,1003731,NP0237
4,Yangon,"36",Yangon 7,"200",Hlegu,1003736,YN0098
2,North West,"10",Naypyitaw,"323",Pyinmana,1003745,NP0068
3,South East,"31",Mon South,"172",Chaungzon,1003877,MO0418
2,North West,"10",Naypyitaw,"323",Pyinmana,1003902,NP0067
4,Yangon,"36",Yangon 7,"200",Hlegu,1003939,YN1264
2,North West,"10",Naypyitaw,"323",Pyinmana,1004051,NP0239
1,North East,"6",Shan South,"242",Taunggyi,1004055,SH0440
1,North East,"9",Mandalay 2,"275",Nawnghkio,1004307,SH0617
1,North East,"6",Shan South,"247",Pindaya,1004547,SH0674
2,North West,"28",Magway 2,"134",Pakokku,1004594,MG0418
2,North West,"10",Naypyitaw,"323",Pyinmana,1005229,NP0317
5,South West,"20",Bago West,"116",Gyobingauk,1005747,BA1060
2,North West,"7",Magway 1,"132",Aunglan,1005760,MG0457
4,Yangon,"36",Yangon 7,"200",Hlegu,1005946,YN1922
1,North East,"6",Shan South,"242",Taunggyi,1006039,SH0824
1,North East,"6",Shan South,"242",Taunggyi,1006063,SH1000
4,Yangon,"36",Yangon 7,"200",Hlegu,1006079,YN1799
4,Yangon,"36",Yangon 7,"200",Hlegu,1006115,YN1921
4,Yangon,"36",Yangon 7,"200",Hlegu,1006275,YN1920
3,South East,"21",Kayin,"32",Kyainseikgyi,1006583,KA1018
1,North East,"8",Mandalay 1,"151",Singu,1006721,MD0935
2,North West,"7",Magway 1,"132",Aunglan,1006883,MG0899
5,South West,"20",Bago West,"111",Minhla_BW,1006920,BA1142
1,North East,"6",Shan South,"242",Taunggyi,1007271,SH0820
2,North West,"11",Sagaing 1,"55",Ayadaw,1007453,SG0465
2,North West,"28",Magway 2,"134",Pakokku,1007629,MG1156
4,Yangon,"17",Yangon 3,"209",Thaketa,1007853,YN2110
2,North West,"2",Chin,"72",Mawlaik,1007912,SG0519
2,North West,"10",Naypyitaw,"323",Pyinmana,1008070,NP0391
4,Yangon,"36",Yangon 7,"200",Hlegu,1008146,YN2215
5,South West,"14",Pathein,"299",Thabaung,1008498,AY1485
1,North East,"6",Shan South,"242",Taunggyi,1008524,SH1490
2,North West,"11",Sagaing 1,"55",Ayadaw,1008531,SG0766
1,North East,"6",Shan South,"242",Taunggyi,1008685,SH0693_C
5,South West,"20",Bago West,"111",Minhla_BW,1008716,BA0871
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1008737,NP0099_C
2,North West,"10",Naypyitaw,"323",Pyinmana,1008829,NP0221_C
1,North East,"5",Shan North,"274",Kyaukme,1008871,SH1468
1,North East,"6",Shan South,"242",Taunggyi,1009064,SH0441_C
1,North East,"5",Shan North,"274",Kyaukme,1009079,SH1108
5,South West,"20",Bago West,"116",Gyobingauk,1009090,BA1170_C
2,North West,"2",Chin,"72",Mawlaik,1009257,SG0889
2,North West,"2",Chin,"34",Hakha,1009367,CH0058
1,North East,"9",Mandalay 2,"275",Nawnghkio,1009441,SH1086
1,North East,"6",Shan South,"247",Pindaya,1009462,SH1022
2,North West,"25",Sagaing 2,"45",Shwebo,1009467,SG0987
1,North East,"6",Shan South,"242",Taunggyi,1009568,SH0824_C
1,North East,"8",Mandalay 1,"153",Thabeikkyin,1010040,MD1284
4,Yangon,"36",Yangon 7,"200",Hlegu,1010141,YN2138
1,North East,"6",Shan South,"242",Taunggyi,1010157,SH1045
1,North East,"9",Mandalay 2,"275",Nawnghkio,1010216,SH1091
2,North West,"25",Sagaing 2,"45",Shwebo,1010280,SG1007
4,Yangon,"17",Yangon 3,"209",Thaketa,1010397,YN8012
5,South West,"12",Rakhine,"190",Kyaukpyu,1010556,RA0326
5,South West,"14",Pathein,"299",Thabaung,1010682,AY0830
2,North West,"2",Chin,"34",Hakha,1010864,CH0430
1,North East,"9",Mandalay 2,"275",Nawnghkio,1011038,SH4001
2,North West,"10",Naypyitaw,"323",Pyinmana,1011214,NP0513
1,North East,"5",Shan North,"274",Kyaukme,1011448,SH1172
1,North East,"6",Shan South,"242",Taunggyi,1007650,SH0819
3,South East,"34",Tanintharyi South,"84",Kyunsu,1007775,TN0609
1,North East,"6",Shan South,"242",Taunggyi,1008066,SH1505
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1008477,NP0392
1,North East,"6",Shan South,"242",Taunggyi,1008778,SH1029_C
1,North East,"6",Shan South,"242",Taunggyi,1008828,SH1145
1,North East,"6",Shan South,"242",Taunggyi,1008852,SH1014_C
1,North East,"5",Shan North,"274",Kyaukme,1008992,SH1462
3,South East,"21",Kayin,"32",Kyainseikgyi,1009594,KA1054
5,South West,"12",Rakhine,"190",Kyaukpyu,1009595,RA0393
2,North West,"7",Magway 1,"132",Aunglan,1009604,MG0394
2,North West,"1",Kachin,"2",Waingmaw,1009677,KC0592
1,North East,"9",Mandalay 2,"275",Nawnghkio,1009820,SH0566
2,North West,"25",Sagaing 2,"45",Shwebo,1009975,SG0591
3,South East,"23",Tanintharyi North,"80",Launglon,1010299,TN0876
1,North East,"6",Shan South,"242",Taunggyi,1010302,SH1033
3,South East,"23",Tanintharyi North,"80",Launglon,1010461,TN0884
2,North West,"28",Magway 2,"134",Pakokku,1010511,MG0512
3,South East,"23",Tanintharyi North,"80",Launglon,1010528,TN0885
4,Yangon,"17",Yangon 3,"209",Thaketa,1010530,YN8097
4,Yangon,"16",Yangon 2,"236",Hlaing,1010726,YN9031
2,North West,"25",Sagaing 2,"45",Shwebo,1010731,SG1259
2,North West,"10",Naypyitaw,"323",Pyinmana,1010937,NP0511
3,South East,"21",Kayin,"32",Kyainseikgyi,1011271,KA1224
3,South East,"31",Mon South,"172",Chaungzon,1011786,MO1530
5,South West,"20",Bago West,"111",Minhla_BW,1011816,BA2950
4,Yangon,"16",Yangon 2,"236",Hlaing,1012025,YN8250
2,North West,"28",Magway 2,"134",Pakokku,1004278,MG0842
1,North East,"5",Shan North,"274",Kyaukme,1000417,SH0288
2,North West,"28",Magway 2,"134",Pakokku,1000618,MG0074
2,North West,"1",Kachin,"2",Waingmaw,1000848,KC0216
2,North West,"1",Kachin,"2",Waingmaw,1000854,KC0069
1,North East,"6",Shan South,"242",Taunggyi,1000914,SH0434
2,North West,"1",Kachin,"2",Waingmaw,1000928,KC0176
1,North East,"6",Shan South,"242",Taunggyi,1000986,SH0420
1,North East,"6",Shan South,"242",Taunggyi,1001017,SH0418
1,North East,"6",Shan South,"242",Taunggyi,1001030,SH0268
1,North East,"8",Mandalay 1,"153",Thabeikkyin,1001064,MD0619
4,Yangon,"17",Yangon 3,"209",Thaketa,1001211,YN1221
2,North West,"2",Chin,"34",Hakha,1001412,CH0021
2,North West,"2",Chin,"34",Hakha,1001465,CH0001
1,North East,"6",Shan South,"257",Mongkaung,1001544,SH0016
1,North East,"6",Shan South,"257",Mongkaung,1001587,SH0020
4,Yangon,"16",Yangon 2,"236",Hlaing,1001644,YN0609
2,North West,"28",Magway 2,"134",Pakokku,1002419,MG0096
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1002505,NP0111
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1002511,NP0107
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1002541,NP0095
5,South West,"20",Bago West,"111",Minhla_BW,1002647,BA0750-1
4,Yangon,"17",Yangon 3,"209",Thaketa,1003417,YN0835
4,Yangon,"17",Yangon 3,"209",Thaketa,1003470,YN1257
4,Yangon,"36",Yangon 7,"200",Hlegu,1003611,YN0027
4,Yangon,"36",Yangon 7,"200",Hlegu,1003637,YN0019-1
2,North West,"10",Naypyitaw,"323",Pyinmana,1003733,NP0218
4,Yangon,"36",Yangon 7,"200",Hlegu,1003765,YN0274
1,North East,"9",Mandalay 2,"275",Nawnghkio,1003790,SH0286
2,North West,"25",Sagaing 2,"45",Shwebo,1004003,SG0572
2,North West,"11",Sagaing 1,"55",Ayadaw,1004100,SG0374
2,North West,"28",Magway 2,"134",Pakokku,1004125,MG0436
1,North East,"6",Shan South,"242",Taunggyi,1004417,SH0630
2,North West,"10",Naypyitaw,"323",Pyinmana,1004433,NP0318
3,South East,"23",Tanintharyi North,"80",Launglon,1004603,TN0458
5,South West,"14",Pathein,"299",Thabaung,1004740,AY1053
3,South East,"21",Kayin,"32",Kyainseikgyi,1004911,KA0377
4,Yangon,"16",Yangon 2,"236",Hlaing,1004980,YN1465
1,North East,"6",Shan South,"247",Pindaya,1005043,SH0509
5,South West,"20",Bago West,"111",Minhla_BW,1005438,BA0870
2,North West,"28",Magway 2,"134",Pakokku,1005685,MG0461
1,North East,"6",Shan South,"242",Taunggyi,1005693,SH0438
2,North West,"28",Magway 2,"134",Pakokku,1005796,MG1009
1,North East,"6",Shan South,"242",Taunggyi,1005850,SH0431_C
1,North East,"6",Shan South,"242",Taunggyi,1005995,SH0817
2,North West,"28",Magway 2,"134",Pakokku,1006023,MG0360
4,Yangon,"16",Yangon 2,"236",Hlaing,1006199,YN5049
5,South West,"14",Pathein,"299",Thabaung,1006424,AY1234
5,South West,"20",Bago West,"104",Paukkhaung,1006482,BA0909
1,North East,"8",Mandalay 1,"151",Singu,1006760,MD0946
2,North West,"11",Sagaing 1,"55",Ayadaw,1007051,SG0472
2,North West,"10",Naypyitaw,"323",Pyinmana,1007152,NP0354
2,North West,"7",Magway 1,"132",Aunglan,1007244,MG0900
1,North East,"6",Shan South,"247",Pindaya,1007289,SH0827
1,North East,"6",Shan South,"242",Taunggyi,1007306,SH1029
4,Yangon,"17",Yangon 3,"209",Thaketa,1007523,YN2073
3,South East,"21",Kayin,"32",Kyainseikgyi,1007532,KA1005
3,South East,"31",Mon South,"172",Chaungzon,1007562,MO0474
4,Yangon,"16",Yangon 2,"236",Hlaing,1007571,YN4004
2,North West,"2",Chin,"34",Hakha,1007814,CH0250
5,South West,"20",Bago West,"116",Gyobingauk,1007834,BA0864
2,North West,"2",Chin,"34",Hakha,1007881,CH0260
2,North West,"10",Naypyitaw,"323",Pyinmana,1008011,NP0436
2,North West,"2",Chin,"72",Mawlaik,1008024,SG0849
1,North East,"5",Shan North,"274",Kyaukme,1008172,SH1161
4,Yangon,"17",Yangon 3,"209",Thaketa,1008327,YN2189
5,South West,"20",Bago West,"111",Minhla_BW,1008710,BA0750_
2,North West,"25",Sagaing 2,"45",Shwebo,1008725,SG0408_C
5,South West,"20",Bago West,"111",Minhla_BW,1008827,BA0750_C5
2,North West,"7",Magway 1,"132",Aunglan,1008982,MG0254_C
1,North East,"9",Mandalay 2,"275",Nawnghkio,1008988,SH0510_C
1,North East,"6",Shan South,"242",Taunggyi,1009118,SH0429_C
1,North East,"9",Mandalay 2,"275",Nawnghkio,1009456,SH0807
2,North West,"2",Chin,"34",Hakha,1009563,CH0129
2,North West,"2",Chin,"34",Hakha,1009581,CH0210
1,North East,"5",Shan North,"274",Kyaukme,1009704,SH1105
1,North East,"5",Shan North,"274",Kyaukme,1009860,SH0851
1,North East,"6",Shan South,"242",Taunggyi,1009884,SH1165
4,Yangon,"36",Yangon 7,"200",Hlegu,1009910,YN1696
4,Yangon,"16",Yangon 2,"236",Hlaing,1010361,YN2314
2,North West,"25",Sagaing 2,"45",Shwebo,1010591,SG0736
4,Yangon,"17",Yangon 3,"209",Thaketa,1010866,YN4062
1,North East,"6",Shan South,"242",Taunggyi,1011136,SH3700
3,South East,"21",Kayin,"32",Kyainseikgyi,1011145,KA1230
2,North West,"2",Chin,"34",Hakha,1011460,CH1041
5,South West,"14",Pathein,"299",Thabaung,1011573,AY2024
3,South East,"21",Kayin,"32",Kyainseikgyi,1011712,KA3423
2,North West,"28",Magway 2,"134",Pakokku,1011788,MG1701
4,Yangon,"16",Yangon 2,"236",Hlaing,1011792,YN6019
5,South West,"12",Rakhine,"190",Kyaukpyu,1011906,RA0721
4,Yangon,"36",Yangon 7,"200",Hlegu,1011955,YN6116
1,North East,"9",Mandalay 2,"275",Nawnghkio,1012002,SH5135
4,Yangon,"17",Yangon 3,"209",Thaketa,1012510,YN5488
2,North West,"25",Sagaing 2,"45",Shwebo,1007211,SG0801
2,North West,"25",Sagaing 2,"45",Shwebo,1010510,SG1210
1,North East,"6",Shan South,"242",Taunggyi,1010856,SH1594
3,South East,"21",Kayin,"32",Kyainseikgyi,1011113,KA1207
5,South West,"20",Bago West,"116",Gyobingauk,1000103,BA0312
5,South West,"12",Rakhine,"190",Kyaukpyu,1000406,RA0115
1,North East,"5",Shan North,"274",Kyaukme,1000416,SH0012
2,North West,"28",Magway 2,"134",Pakokku,1000526,MG0307
2,North West,"28",Magway 2,"134",Pakokku,1000615,MG0013
2,North West,"28",Magway 2,"134",Pakokku,1000667,MG0055
3,South East,"23",Tanintharyi North,"80",Launglon,1000748,TN0077
2,North West,"1",Kachin,"2",Waingmaw,1000808,KC0292
2,North West,"1",Kachin,"2",Waingmaw,1000870,KC0066
1,North East,"6",Shan South,"242",Taunggyi,1000901,SH0419
2,North West,"1",Kachin,"2",Waingmaw,1000922,KC0112
1,North East,"6",Shan South,"242",Taunggyi,1000929,SH0415
1,North East,"6",Shan South,"242",Taunggyi,1000943,SH0030-1
1,North East,"6",Shan South,"242",Taunggyi,1000954,SH0440-1
1,North East,"6",Shan South,"242",Taunggyi,1000960,SH0270
1,North East,"6",Shan South,"242",Taunggyi,1001024,SH0438-1
1,North East,"6",Shan South,"242",Taunggyi,1001060,SH0364
2,North West,"7",Magway 1,"132",Aunglan,1001209,MG0255-1
4,Yangon,"16",Yangon 2,"236",Hlaing,1001445,YN0683
4,Yangon,"16",Yangon 2,"236",Hlaing,1001539,YN0597
2,North West,"2",Chin,"72",Mawlaik,1001569,SG0150
1,North East,"6",Shan South,"257",Mongkaung,1001593,SH0184
3,South East,"34",Tanintharyi South,"84",Kyunsu,1001858,TN0239
4,Yangon,"16",Yangon 2,"236",Hlaing,1002052,YN1330
1,North East,"5",Shan North,"285",Konkyan,1002053,SH0542
5,South West,"20",Bago West,"111",Minhla_BW,1002287,BA0398
3,South East,"21",Kayin,"32",Kyainseikgyi,1002304,KA0384
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1002454,NP0109
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1002499,NP0106
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1002500,NP0060
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1002540,NP0213
2,North West,"10",Naypyitaw,"326",Zay Yar Thi Ri,1002546,NP0097
3,South East,"31",Mon South,"172",Chaungzon,1003092,MO0164
4,Yangon,"17",Yangon 3,"209",Thaketa,1003399,YN0853
4,Yangon,"17",Yangon 3,"209",Thaketa,1003401,YN1274
4,Yangon,"17",Yangon 3,"209",Thaketa,1003477,YN0767
4,Yangon,"17",Yangon 3,"209",Thaketa,1003523,YN0865
2,North West,"10",Naypyitaw,"323",Pyinmana,1003719,NP0221-1
4,Yangon,"36",Yangon 7,"200",Hlegu,1003740,YN0055
4,Yangon,"36",Yangon 7,"200",Hlegu,1003742,YN0105
2,North West,"10",Naypyitaw,"323",Pyinmana,1003846,NP0072
5,South West,"12",Rakhine,"190",Kyaukpyu,1003866,RA0195
1,North East,"6",Shan South,"242",Taunggyi,1004230,SH0362
4,Yangon,"36",Yangon 7,"200",Hlegu,1004232,YN1424
2,North West,"28",Magway 2,"134",Pakokku,1004549,MG0419
5,South West,"20",Bago West,"111",Minhla_BW,1004634,BA0934
2,North West,"2",Chin,"34",Hakha,1004688,CH0059
5,South West,"14",Pathein,"299",Thabaung,1004808,AY0918
1,North East,"6",Shan South,"242",Taunggyi,1004947,SH0375
5,South West,"20",Bago West,"104",Paukkhaung,1005175,BA0801
4,Yangon,"16",Yangon 2,"236",Hlaing,1005253,YN1517
4,Yangon,"17",Yangon 3,"209",Thaketa,1005300,YN1660
2,North West,"10",Naypyitaw,"323",Pyinmana,1005322,NP0241
5,South West,"20",Bago West,"104",Paukkhaung,1005570,BA1174
1,North East,"6",Shan South,"242",Taunggyi,1005677,SH1431
1,North East,"6",Shan South,"242",Taunggyi,1005686,SH0430
4,Yangon,"36",Yangon 7,"200",Hlegu,1005928,YN1901
1,North East,"6",Shan South,"242",Taunggyi,1006013,SH1009
4,Yangon,"17",Yangon 3,"209",Thaketa,1006221,YN1761
4,Yangon,"36",Yangon 7,"200",Hlegu,1006281,YN1924
5,South West,"20",Bago West,"104",Paukkhaung,1006538,BA0897
2,North West,"1",Kachin,"2",Waingmaw,1006980,KC0331
1,North East,"6",Shan South,"242",Taunggyi,1007203,SH1023
1,North East,"5",Shan North,"274",Kyaukme,1007294,SH0938
2,North West,"11",Sagaing 1,"55",Ayadaw,1007483,SG0760
4,Yangon,"16",Yangon 2,"236",Hlaing,1007493,YN2034
4,Yangon,"16",Yangon 2,"236",Hlaing,1007503,YN7164
4,Yangon,"17",Yangon 3,"209",Thaketa,1007518,YN2113
3,South East,"31",Mon South,"172",Chaungzon,1007707,MO0556
3,South East,"23",Tanintharyi North,"80",Launglon,1007791,TN0591
4,Yangon,"36",Yangon 7,"200",Hlegu,1007817,YN1729
4,Yangon,"17",Yangon 3,"209",Thaketa,1008087,YN2109
5,South West,"12",Rakhine,"190",Kyaukpyu,1008267,RA0394
2,North West,"1",Kachin,"2",Waingmaw,1008302,KC0613
1,North East,"6",Shan South,"242",Taunggyi,1008432,SH1164
1,North East,"5",Shan North,"274",Kyaukme,1008503,SH1491
2,North West,"10",Naypyitaw,"323",Pyinmana,1008513,NP0434
2,North West,"10",Naypyitaw,"323",Pyinmana,1008557,NP0241_C
2,North West,"10",Naypyitaw,"323",Pyinmana,1008682,NP0240_C
1,North East,"8",Mandalay 1,"151",Singu,1008800,MD1323
4,Yangon,"36",Yangon 7,"200",Hlegu,1008919,YN2091
2,North West,"28",Magway 2,"134",Pakokku,1009048,MG0299_C
1,North East,"6",Shan South,"242",Taunggyi,1009297,SH0416_C
2,North West,"28",Magway 2,"134",Pakokku,1009544,MG1035_C
1,North East,"8",Mandalay 1,"153",Thabeikkyin,1009734,MD1055
5,South West,"20",Bago West,"104",Paukkhaung,1009739,BA1049
1,North East,"9",Mandalay 2,"275",Nawnghkio,1009848,SH0780
1,North East,"5",Shan North,"274",Kyaukme,1009862,SH0779
2,North West,"2",Chin,"34",Hakha,1009956,CH0251
